user_id,age,session_duration,number_of_actions,last_active_days,session_topic,engagement_label
403,50,42,23,3,Innovation Strategies,1
404,27,45,3,3,Innovation Strategies,1
405,42,62,32,10,Innovation Strategies,0
406,27,17,14,8,Innovation Strategies,1
407,39,107,11,13,Data Analytics,0
408,39,119,4,18,Data Science,1
409,48,39,29,14,AI,1
410,36,60,7,1,Collaboration Tools,1
411,58,103,37,27,Collaboration Tools,1
412,31,21,31,9,Data Science,1
413,36,8,36,8,AI,1
414,51,90,17,4,Collaboration Tools,1
415,41,5,24,15,Innovation Strategies,1
416,31,113,5,29,Innovation Strategies,0
417,29,29,27,1,AI,1
418,41,40,33,18,Collaboration Tools,1
419,48,8,21,16,Innovation Strategies,1
420,42,90,12,21,Collaboration Tools,1
421,43,27,32,22,Collaboration Tools,1
422,53,19,29,24,Data Science,1
423,36,94,7,25,Machine Learning,1
424,55,99,16,12,Data Science,1
425,30,39,27,6,Data Analytics,0
426,58,12,2,6,Data Science,1
427,27,40,9,19,Data Science,1
428,53,38,18,22,Machine Learning,1
429,46,9,20,0,Data Analytics,0
430,27,66,36,14,Innovation Strategies,0
431,59,67,20,9,Machine Learning,1
432,50,107,9,18,Data Science,0
433,38,23,22,8,Data Analytics,1
434,40,76,14,5,Machine Learning,1
435,27,32,33,9,Innovation Strategies,1
436,56,78,3,5,Innovation Strategies,1
437,40,95,1,13,Collaboration Tools,1
438,33,98,23,28,Data Science,1
439,46,86,25,10,Data Analytics,1
440,55,54,29,28,Data Science,1
441,24,90,16,29,Machine Learning,1
442,58,54,30,5,Data Analytics,0
443,50,8,20,20,Data Science,1
444,34,10,7,13,Innovation Strategies,1
445,31,50,8,11,Data Analytics,1
446,33,84,6,13,Data Analytics,0
447,22,118,35,29,Data Analytics,0
448,39,33,9,8,AI,1
449,49,44,16,8,Collaboration Tools,0
450,53,75,30,28,Collaboration Tools,1
451,38,75,24,12,Collaboration Tools,0
452,25,49,4,22,Innovation Strategies,0
453,39,49,10,6,AI,1
454,25,30,14,20,Data Analytics,0
455,44,20,25,14,Innovation Strategies,1
456,28,42,3,26,AI,1
457,53,5,1,23,Innovation Strategies,1
458,38,86,39,10,Data Science,1
459,31,80,3,28,AI,1
460,23,85,19,9,Machine Learning,0
461,25,27,22,4,AI,1
462,46,69,17,7,AI,1
463,49,12,2,8,Data Science,1
464,43,51,10,18,AI,0
465,60,69,8,6,Collaboration Tools,0
466,48,53,26,26,AI,1
467,58,92,1,12,Innovation Strategies,1
468,31,97,28,0,Innovation Strategies,0
469,27,102,1,1,Data Science,1
470,35,10,7,14,Innovation Strategies,1
471,26,25,17,11,Innovation Strategies,1
472,34,19,24,26,Machine Learning,1
473,42,104,38,15,Data Analytics,1
474,39,24,9,7,Innovation Strategies,1
475,27,6,34,18,Data Science,0
476,24,81,13,21,Innovation Strategies,1
477,59,95,9,18,AI,0
478,56,53,7,26,AI,1
479,49,108,4,5,Data Analytics,1
480,59,102,2,12,Innovation Strategies,1
481,38,54,26,26,Innovation Strategies,1
482,52,94,5,8,Machine Learning,0
483,31,9,8,1,Collaboration Tools,1
484,36,85,28,5,Data Analytics,0
485,39,38,3,0,Innovation Strategies,1
486,54,85,26,21,AI,1
487,39,66,3,10,Data Analytics,1
488,51,96,2,18,Data Analytics,1
489,26,52,9,6,Machine Learning,0
490,51,115,23,13,Collaboration Tools,1
491,59,45,32,6,Data Analytics,1
492,22,62,28,6,Innovation Strategies,0
493,57,115,16,30,Collaboration Tools,1
494,48,106,36,10,Collaboration Tools,1
495,23,77,35,7,Data Analytics,1
496,45,55,31,14,Data Science,1
497,24,19,27,30,Collaboration Tools,0
498,22,59,39,27,Data Analytics,1
499,41,87,31,21,Machine Learning,1
500,49,14,4,3,Innovation Strategies,1
501,26,63,28,1,Collaboration Tools,1
502,30,93,25,23,Data Analytics,1
503,49,92,14,29,AI,1
504,38,87,8,18,Data Analytics,1
505,30,16,29,26,Innovation Strategies,0
506,45,54,31,9,Innovation Strategies,1
507,22,48,28,3,Innovation Strategies,0
508,59,44,26,3,Data Analytics,0
509,57,88,40,4,AI,0
510,30,102,31,3,Data Analytics,1
511,34,113,9,29,Innovation Strategies,1
512,36,90,24,29,Data Analytics,1
513,27,62,33,18,Collaboration Tools,1
514,40,61,28,9,Data Science,0
515,26,79,11,10,Data Analytics,1
516,23,118,8,16,Machine Learning,1
517,56,98,26,16,AI,1
518,34,97,5,28,Collaboration Tools,1
519,29,88,36,14,AI,1
520,38,85,17,2,Innovation Strategies,1
521,27,21,13,13,Collaboration Tools,1
522,44,120,36,24,Data Analytics,1
523,25,74,27,28,Collaboration Tools,0
524,47,68,27,6,Machine Learning,1
525,49,16,27,16,AI,0
526,41,6,8,1,Data Science,0
527,35,106,4,29,Data Analytics,1
528,60,62,35,30,Innovation Strategies,1
529,24,43,17,13,Data Analytics,1
530,44,93,40,26,Data Science,0
531,28,60,20,0,Collaboration Tools,0
532,41,47,12,10,Collaboration Tools,1
533,33,19,7,21,Collaboration Tools,1
534,28,88,25,24,Machine Learning,1
535,37,95,11,2,Innovation Strategies,1
536,27,81,14,6,Data Science,1
537,35,30,5,11,Data Analytics,1
538,23,61,18,21,Collaboration Tools,0
539,34,118,30,17,Innovation Strategies,0
540,57,89,13,14,Collaboration Tools,1
541,53,110,10,17,Machine Learning,1
542,36,84,32,21,Data Analytics,1
543,35,35,30,19,Data Science,0
544,52,112,20,22,Data Science,1
545,48,91,12,30,AI,0
546,38,24,24,25,AI,1
547,53,56,25,18,Innovation Strategies,1
548,33,90,21,18,Collaboration Tools,1
549,42,102,9,9,AI,0
550,28,70,25,25,Innovation Strategies,1
551,25,14,13,17,Data Analytics,1
552,34,52,7,0,AI,1
553,38,74,29,2,Machine Learning,1
554,23,51,2,10,AI,1
555,36,17,14,21,Data Science,1
556,40,34,14,6,Machine Learning,1
557,34,79,30,26,Machine Learning,0
558,42,118,14,29,Collaboration Tools,1
559,58,119,6,8,Collaboration Tools,0
560,22,23,2,28,Data Science,1
561,29,118,21,13,Data Analytics,0
562,29,23,10,21,Data Science,1
563,32,14,5,9,Machine Learning,1
564,55,94,40,7,AI,1
565,48,96,14,25,AI,1
566,34,9,9,17,Collaboration Tools,1
567,43,14,22,30,Data Science,0
568,44,105,29,21,Machine Learning,0
569,45,112,4,2,Innovation Strategies,1
570,33,58,19,1,Data Science,1
571,50,33,9,25,Collaboration Tools,1
572,38,63,22,3,Machine Learning,1
573,32,114,32,10,AI,1
574,28,17,33,26,Innovation Strategies,1
575,37,67,30,30,Machine Learning,1
576,32,18,10,20,AI,1
577,59,5,15,10,AI,0
578,39,68,29,8,AI,1
579,54,97,32,13,Innovation Strategies,1
580,25,39,31,3,AI,1
581,57,15,14,27,Data Science,1
582,51,114,40,18,Innovation Strategies,0
583,35,41,10,29,Innovation Strategies,1
584,47,15,6,8,Data Science,1
585,42,47,23,10,Innovation Strategies,1
586,30,54,34,16,Machine Learning,0
587,40,7,20,3,Machine Learning,1
588,51,98,26,2,Collaboration Tools,0
589,49,41,20,2,Data Science,0
590,38,62,26,9,Data Science,1
591,55,69,15,12,Data Science,1
592,58,27,1,4,AI,1
593,34,112,34,13,Collaboration Tools,1
594,28,115,20,18,Data Science,0
595,42,32,29,22,Machine Learning,1
596,47,98,20,3,Collaboration Tools,0
597,22,84,28,1,AI,0
598,52,69,28,9,Innovation Strategies,0
599,34,45,23,25,Data Analytics,1
600,49,114,5,27,Machine Learning,0
601,35,18,18,20,Innovation Strategies,0
602,59,38,38,24,Data Analytics,1
603,40,25,20,8,Data Analytics,1
604,22,8,34,8,Data Analytics,0
605,23,26,13,21,Data Analytics,1
606,56,47,26,23,Innovation Strategies,1
607,43,117,24,9,Machine Learning,1
608,26,56,37,25,Machine Learning,0
609,52,59,35,30,AI,0
610,51,32,11,24,AI,1
611,51,106,9,1,Machine Learning,0
612,46,57,34,14,Innovation Strategies,1
613,24,109,13,22,Innovation Strategies,1
614,29,7,5,6,AI,0
615,33,43,26,10,Machine Learning,1
616,26,27,31,22,Data Science,1
617,36,41,13,2,AI,0
618,39,52,37,6,Machine Learning,1
619,28,70,5,3,Data Analytics,0
620,39,14,40,2,Machine Learning,0
621,57,45,21,0,Data Analytics,0
622,24,110,11,19,Innovation Strategies,0
623,50,7,1,25,AI,1
624,27,104,16,14,Data Analytics,1
625,59,28,30,18,Data Science,0
626,30,38,5,5,Innovation Strategies,0
627,27,94,21,12,Machine Learning,1
628,41,111,3,29,Collaboration Tools,1
629,44,99,40,22,AI,1
630,52,77,22,4,Collaboration Tools,0
631,54,6,18,5,Data Analytics,1
632,46,88,17,21,Innovation Strategies,0
633,28,82,16,6,AI,1
634,35,112,8,10,Data Analytics,1
635,43,53,31,15,Data Science,1
636,34,28,22,7,Collaboration Tools,0
637,29,74,24,3,AI,1
638,30,50,16,26,Data Analytics,1
639,32,72,5,17,Innovation Strategies,0
640,37,13,20,14,Data Analytics,0
641,29,50,10,26,Machine Learning,0
642,41,38,2,13,Innovation Strategies,1
643,25,27,23,11,Collaboration Tools,0
644,48,30,2,5,Data Analytics,0
645,42,20,2,27,Collaboration Tools,1
646,41,75,2,14,Data Analytics,1
647,60,33,19,3,AI,1
648,39,38,26,27,Machine Learning,1
649,42,38,1,6,Data Science,1
650,31,15,27,9,Innovation Strategies,1
651,27,32,26,24,Innovation Strategies,1
652,50,76,37,0,Innovation Strategies,1
653,60,90,2,11,Data Science,1
654,36,63,16,19,Collaboration Tools,1
655,25,66,21,7,Data Science,1
656,43,38,8,11,Innovation Strategies,1
657,37,79,5,20,Data Analytics,0
658,57,27,6,13,Data Science,1
659,37,85,17,20,Collaboration Tools,1
660,26,103,14,28,Machine Learning,1
661,24,40,12,5,Machine Learning,1
662,49,30,11,0,Innovation Strategies,1
663,33,92,12,1,Machine Learning,1
664,33,45,27,3,Innovation Strategies,1
665,46,67,14,20,AI,0
666,32,47,8,7,AI,1
667,25,114,19,22,Collaboration Tools,1
668,45,22,33,7,Data Science,1
669,39,43,13,14,Collaboration Tools,1
670,36,33,12,6,Collaboration Tools,1
671,52,57,3,9,Innovation Strategies,0
672,24,28,36,17,Machine Learning,1
673,22,14,31,27,Machine Learning,1
674,50,49,39,26,Machine Learning,0
675,30,53,8,4,Data Analytics,1
676,29,77,17,26,Data Science,1
677,39,64,22,11,Innovation Strategies,0
678,55,106,12,14,Data Science,1
679,38,18,23,15,Collaboration Tools,1
680,28,38,7,30,Data Science,0
681,40,62,27,2,Innovation Strategies,0
682,41,109,25,20,Innovation Strategies,1
683,39,64,23,12,Data Analytics,1
684,30,67,21,23,Machine Learning,0
685,49,41,29,16,Data Analytics,0
686,47,54,10,26,AI,1
687,23,64,16,21,Collaboration Tools,1
688,23,91,18,10,Data Science,0
689,37,18,9,0,Machine Learning,1
690,31,115,16,13,AI,0
691,36,26,13,9,Collaboration Tools,0
692,27,119,22,4,Data Analytics,1
693,60,114,8,2,Collaboration Tools,0
694,60,31,17,21,AI,1
695,57,15,9,20,AI,0
696,24,90,24,21,Collaboration Tools,0
697,32,14,28,8,Collaboration Tools,1
698,33,58,26,18,AI,1
699,24,9,14,6,Data Science,1
700,38,45,13,24,Innovation Strategies,1
701,36,30,31,4,Machine Learning,1
702,53,114,28,5,Data Analytics,1
703,46,93,34,16,Data Science,1
704,42,91,31,19,Collaboration Tools,1
705,43,29,9,1,Collaboration Tools,1
706,43,74,37,9,Data Analytics,0
707,56,16,7,19,Data Analytics,1
708,27,85,24,7,Innovation Strategies,1
709,39,72,36,17,Data Analytics,0
710,54,15,3,10,Collaboration Tools,1
711,51,75,3,13,Data Science,1
712,44,73,40,18,Data Analytics,1
713,29,103,24,12,Data Science,1
714,52,115,8,4,Innovation Strategies,1
715,27,94,38,20,AI,0
716,33,15,1,16,Machine Learning,1
717,28,74,34,11,AI,1
718,30,109,24,0,Data Science,1
719,49,101,3,11,Collaboration Tools,1
720,35,39,34,0,AI,1
721,60,16,12,13,AI,1
722,48,24,25,29,Data Analytics,1
723,31,50,11,2,AI,1
724,28,32,2,28,Data Analytics,1
725,39,69,25,19,AI,1
726,37,78,11,4,Innovation Strategies,1
727,45,77,30,7,Data Analytics,0
728,34,71,8,12,Innovation Strategies,1
729,49,59,17,29,Machine Learning,0
730,57,75,33,3,AI,1
731,24,59,10,30,AI,1
732,38,105,38,10,Data Science,1
733,50,33,7,11,AI,0
734,37,117,32,27,Data Analytics,1
735,38,26,13,1,Collaboration Tools,0
736,31,54,21,18,Innovation Strategies,1
737,24,65,9,18,Innovation Strategies,1
738,51,46,1,3,Machine Learning,1
739,28,112,18,10,Innovation Strategies,1
740,30,66,6,30,AI,1
741,57,88,3,23,Machine Learning,0
742,30,99,37,30,Innovation Strategies,1
